worker_id,language,state,employment_type,monthly_income,correct_schemes,found_schemes,recall,n_correct,n_mentioned_total,answer_chars
7809,Bengali,Mizoram,casual_daily,3884,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,0.8,5,4,1341
7809,Tamil,Mizoram,casual_daily,3884,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW,Ayushman Bharat;PMJJBY/PMSBY,0.4,5,3,1288
5537,English,Kerala,casual_daily,9715,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW,1.0,4,7,1476
5537,Hindi,Kerala,casual_daily,9715,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW,Ayushman Bharat;PMJJBY/PMSBY;BOCW,0.75,4,4,1633
5537,Bhojpuri,Kerala,casual_daily,9715,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,0.75,4,5,1283
5537,Bengali,Kerala,casual_daily,9715,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW,Ayushman Bharat;PMJJBY/PMSBY,0.5,4,3,1360
5537,Tamil,Kerala,casual_daily,9715,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW,Ayushman Bharat;PMJJBY/PMSBY;BOCW,0.75,4,3,1560
934,English,Chhattisgarh,casual_daily,6,Ayushman Bharat;BOCW;ONORC;MGNREGA,Ayushman Bharat;BOCW;MGNREGA,0.75,4,4,1385
934,Hindi,Chhattisgarh,casual_daily,6,Ayushman Bharat;BOCW;ONORC;MGNREGA,Ayushman Bharat;MGNREGA,0.5,4,5,1167
934,Bhojpuri,Chhattisgarh,casual_daily,6,Ayushman Bharat;BOCW;ONORC;MGNREGA,,0.0,4,2,1242
934,Bengali,Chhattisgarh,casual_daily,6,Ayushman Bharat;BOCW;ONORC;MGNREGA,Ayushman Bharat;BOCW;ONORC,0.75,4,5,1303
934,Tamil,Chhattisgarh,casual_daily,6,Ayushman Bharat;BOCW;ONORC;MGNREGA,Ayushman Bharat;BOCW;MGNREGA,0.75,4,5,1298
2916,English,Uttar Pradesh,casual_daily,2703,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,0.833,6,5,1234
2916,Hindi,Uttar Pradesh,casual_daily,2703,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,0.833,6,5,1141
2916,Bhojpuri,Uttar Pradesh,casual_daily,2703,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;PM-SYM;PMJJBY/PMSBY,0.5,6,3,1470
2916,Bengali,Uttar Pradesh,casual_daily,2703,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,Ayushman Bharat;BOCW;MGNREGA,0.5,6,4,1499
2916,Tamil,Uttar Pradesh,casual_daily,2703,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,0.833,6,5,1375
8391,English,Tamil Nadu,casual_daily,918,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,0.833,6,5,1585
8391,Hindi,Tamil Nadu,casual_daily,918,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;Ayushman Bharat;BOCW;MGNREGA,0.667,6,4,1515
8391,Bhojpuri,Tamil Nadu,casual_daily,918,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,PM-SYM;PMJJBY/PMSBY;BOCW;MGNREGA,0.667,6,4,1300
8391,Bengali,Tamil Nadu,casual_daily,918,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,0.5,6,3,1057
8391,Tamil,Tamil Nadu,casual_daily,918,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,0.667,6,5,1377
8995,English,Tamil Nadu,casual_daily,131,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,0.667,6,4,1614
8995,Hindi,Tamil Nadu,casual_daily,131,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,PM-SYM;Ayushman Bharat,0.333,6,2,1205
8995,Bhojpuri,Tamil Nadu,casual_daily,131,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,0.5,6,3,1302
8995,Bengali,Tamil Nadu,casual_daily,131,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,PM-SYM;PMJJBY/PMSBY;BOCW;MGNREGA,0.667,6,4,1278
8995,Tamil,Tamil Nadu,casual_daily,131,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;Ayushman Bharat;BOCW,0.5,6,3,1357
103,English,Tamil Nadu,casual_daily,3916,e-Shram;Ayushman Bharat;BOCW,e-Shram;BOCW,0.667,3,5,1581
103,Hindi,Tamil Nadu,casual_daily,3916,e-Shram;Ayushman Bharat;BOCW,Ayushman Bharat,0.333,3,2,1081
103,Bhojpuri,Tamil Nadu,casual_daily,3916,e-Shram;Ayushman Bharat;BOCW,e-Shram;Ayushman Bharat,0.667,3,4,1412
103,Bengali,Tamil Nadu,casual_daily,3916,e-Shram;Ayushman Bharat;BOCW,Ayushman Bharat,0.333,3,4,1240
103,Tamil,Tamil Nadu,casual_daily,3916,e-Shram;Ayushman Bharat;BOCW,Ayushman Bharat,0.333,3,4,1191
213,English,Karnataka,casual_daily,272,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,0.833,6,5,1430
213,Hindi,Karnataka,casual_daily,272,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,0.667,6,4,1522
213,Bhojpuri,Karnataka,casual_daily,272,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,0.833,6,6,1249
213,Bengali,Karnataka,casual_daily,272,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,0.667,6,4,1348
213,Tamil,Karnataka,casual_daily,272,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,0.5,6,3,1395
478,English,Karnataka,casual_piecework,5563,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,1.0,6,6,1494
478,Hindi,Karnataka,casual_piecework,5563,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,0.5,6,3,1264
478,Bhojpuri,Karnataka,casual_piecework,5563,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,0.833,6,5,1170
478,Bengali,Karnataka,casual_piecework,5563,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,0.5,6,3,1237
478,Tamil,Karnataka,casual_piecework,5563,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;BOCW;MGNREGA,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,0.667,6,5,1128
1020,English,Odisha,casual_piecework,6,e-Shram;Ayushman Bharat;BOCW;MGNREGA,Ayushman Bharat;BOCW,0.5,4,3,1510
1020,Hindi,Odisha,casual_piecework,6,e-Shram;Ayushman Bharat;BOCW;MGNREGA,e-Shram;BOCW;MGNREGA,0.75,4,5,1106
1020,Bhojpuri,Odisha,casual_piecework,6,e-Shram;Ayushman Bharat;BOCW;MGNREGA,Ayushman Bharat;BOCW;MGNREGA,0.75,4,4,1184
1020,Bengali,Odisha,casual_piecework,6,e-Shram;Ayushman Bharat;BOCW;MGNREGA,MGNREGA,0.25,4,2,1204
1020,Tamil,Odisha,casual_piecework,6,e-Shram;Ayushman Bharat;BOCW;MGNREGA,Ayushman Bharat;MGNREGA,0.5,4,4,1101
3829,English,Delhi,casual_piecework,1633,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW;ONORC,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,0.6,5,5,1580
3829,Hindi,Delhi,casual_piecework,1633,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW;ONORC,Ayushman Bharat;PMJJBY/PMSBY,0.4,5,2,1098
3829,Bhojpuri,Delhi,casual_piecework,1633,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW;ONORC,Ayushman Bharat;PMJJBY/PMSBY;BOCW,0.6,5,4,1359
3829,Bengali,Delhi,casual_piecework,1633,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW;ONORC,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW;ONORC,1.0,5,5,1610
3829,Tamil,Delhi,casual_piecework,1633,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;BOCW;ONORC,Ayushman Bharat;PMJJBY/PMSBY;ONORC,0.6,5,3,1387
5941,English,Punjab,regular_informal,4117,e-Shram;Ayushman Bharat;MGNREGA,Ayushman Bharat;MGNREGA,0.667,3,4,1489
5941,Hindi,Punjab,regular_informal,4117,e-Shram;Ayushman Bharat;MGNREGA,Ayushman Bharat,0.333,3,4,1127
5941,Bhojpuri,Punjab,regular_informal,4117,e-Shram;Ayushman Bharat;MGNREGA,e-Shram;Ayushman Bharat,0.667,3,4,1093
5941,Bengali,Punjab,regular_informal,4117,e-Shram;Ayushman Bharat;MGNREGA,Ayushman Bharat,0.333,3,4,1283
5941,Tamil,Punjab,regular_informal,4117,e-Shram;Ayushman Bharat;MGNREGA,MGNREGA,0.333,3,4,1288
1133,English,Delhi,regular_informal,18321,e-Shram;PMJJBY/PMSBY,e-Shram;PMJJBY/PMSBY,1.0,2,6,1781
1133,Hindi,Delhi,regular_informal,18321,e-Shram;PMJJBY/PMSBY,e-Shram;PMJJBY/PMSBY,1.0,2,5,1364
1133,Bhojpuri,Delhi,regular_informal,18321,e-Shram;PMJJBY/PMSBY,e-Shram;PMJJBY/PMSBY,1.0,2,4,1309
1133,Bengali,Delhi,regular_informal,18321,e-Shram;PMJJBY/PMSBY,e-Shram;PMJJBY/PMSBY,1.0,2,6,1463
1133,Tamil,Delhi,regular_informal,18321,e-Shram;PMJJBY/PMSBY,PMJJBY/PMSBY,0.5,2,2,1232
8595,English,West Bengal,regular_informal,2573,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,1.0,5,6,1301
8595,Hindi,West Bengal,regular_informal,2573,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,0.6,5,3,1181
8595,Bhojpuri,West Bengal,regular_informal,2573,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,1.0,5,5,1328
8595,Bengali,West Bengal,regular_informal,2573,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,PMJJBY/PMSBY;MGNREGA,0.4,5,3,1176
8595,Tamil,West Bengal,regular_informal,2573,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,0.6,5,4,1077
5078,English,Dadra & Nagar Haveli,regular_informal,5511,e-Shram;Ayushman Bharat,e-Shram;Ayushman Bharat,1.0,2,6,1641
5078,Hindi,Dadra & Nagar Haveli,regular_informal,5511,e-Shram;Ayushman Bharat,Ayushman Bharat,0.5,2,3,1105
5078,Bhojpuri,Dadra & Nagar Haveli,regular_informal,5511,e-Shram;Ayushman Bharat,,0.0,2,3,1542
5078,Bengali,Dadra & Nagar Haveli,regular_informal,5511,e-Shram;Ayushman Bharat,Ayushman Bharat,0.5,2,4,1422
5078,Tamil,Dadra & Nagar Haveli,regular_informal,5511,e-Shram;Ayushman Bharat,Ayushman Bharat,0.5,2,2,1116
7278,English,Delhi,regular_informal,6606,e-Shram;Ayushman Bharat,e-Shram;Ayushman Bharat,1.0,2,6,1539
7278,Hindi,Delhi,regular_informal,6606,e-Shram;Ayushman Bharat,Ayushman Bharat,0.5,2,3,1050
7278,Bhojpuri,Delhi,regular_informal,6606,e-Shram;Ayushman Bharat,Ayushman Bharat,0.5,2,4,1399
7278,Bengali,Delhi,regular_informal,6606,e-Shram;Ayushman Bharat,e-Shram;Ayushman Bharat,1.0,2,5,1492
7278,Tamil,Delhi,regular_informal,6606,e-Shram;Ayushman Bharat,,0.0,2,0,1024
3011,English,Kerala,regular_informal,3731,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,1.0,4,6,1441
3011,Hindi,Kerala,regular_informal,3731,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,0.75,4,3,1169
3011,Bhojpuri,Kerala,regular_informal,3731,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,Ayushman Bharat;PMJJBY/PMSBY,0.5,4,3,1348
3011,Bengali,Kerala,regular_informal,3731,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,Ayushman Bharat;PMJJBY/PMSBY,0.5,4,4,1334
3011,Tamil,Kerala,regular_informal,3731,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,PMJJBY/PMSBY,0.25,4,2,1357
19,English,Odisha,regular_informal,157,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,Ayushman Bharat;PMJJBY/PMSBY,0.667,3,4,1525
19,Hindi,Odisha,regular_informal,157,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,Ayushman Bharat,0.333,3,2,1364
19,Bhojpuri,Odisha,regular_informal,157,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,e-Shram;PMJJBY/PMSBY,0.667,3,3,1315
19,Bengali,Odisha,regular_informal,157,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,Ayushman Bharat,0.333,3,4,1704
19,Tamil,Odisha,regular_informal,157,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,Ayushman Bharat,0.333,3,3,1385
7550,English,Jammu & Kashmir,regular_informal,6185,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,Ayushman Bharat;PMJJBY/PMSBY,0.667,3,3,1541
7550,Hindi,Jammu & Kashmir,regular_informal,6185,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,Ayushman Bharat;PMJJBY/PMSBY,0.667,3,4,1084
7550,Bhojpuri,Jammu & Kashmir,regular_informal,6185,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,Ayushman Bharat;PMJJBY/PMSBY,0.667,3,4,1542
7550,Bengali,Jammu & Kashmir,regular_informal,6185,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,1.0,3,3,1257
7550,Tamil,Jammu & Kashmir,regular_informal,6185,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,e-Shram;Ayushman Bharat,0.667,3,4,1355
2590,English,Uttar Pradesh,regular_informal,4511,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,0.75,4,3,1262
2590,Hindi,Uttar Pradesh,regular_informal,4511,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,0.75,4,3,1724
2590,Bhojpuri,Uttar Pradesh,regular_informal,4511,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,0.75,4,5,1285
2590,Bengali,Uttar Pradesh,regular_informal,4511,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,0.75,4,4,1368
2590,Tamil,Uttar Pradesh,regular_informal,4511,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,Ayushman Bharat;PMJJBY/PMSBY,0.5,4,4,1141
5179,English,Andhra Pradesh,regular_informal,4785,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,1.0,3,4,1459
5179,Hindi,Andhra Pradesh,regular_informal,4785,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,1.0,3,5,1220
5179,Bhojpuri,Andhra Pradesh,regular_informal,4785,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,1.0,3,4,1348
5179,Bengali,Andhra Pradesh,regular_informal,4785,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,Ayushman Bharat,0.333,3,2,1005
5179,Tamil,Andhra Pradesh,regular_informal,4785,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,Ayushman Bharat;PMJJBY/PMSBY,0.667,3,4,1273
5040,English,Delhi,regular_informal,2885,e-Shram;Ayushman Bharat,e-Shram;Ayushman Bharat,1.0,2,3,1522
5040,Hindi,Delhi,regular_informal,2885,e-Shram;Ayushman Bharat,,0.0,2,2,1595
5040,Bhojpuri,Delhi,regular_informal,2885,e-Shram;Ayushman Bharat,Ayushman Bharat,0.5,2,4,1232
5040,Bengali,Delhi,regular_informal,2885,e-Shram;Ayushman Bharat,Ayushman Bharat,0.5,2,4,1428
5040,Tamil,Delhi,regular_informal,2885,e-Shram;Ayushman Bharat,Ayushman Bharat,0.5,2,3,1213
6236,English,Tamil Nadu,regular_informal,13678,e-Shram,e-Shram,1.0,1,3,1479
6236,Hindi,Tamil Nadu,regular_informal,13678,e-Shram,,0.0,1,3,1237
6236,Bhojpuri,Tamil Nadu,regular_informal,13678,e-Shram,e-Shram,1.0,1,3,1255
6236,Bengali,Tamil Nadu,regular_informal,13678,e-Shram,,0.0,1,3,1198
6236,Tamil,Tamil Nadu,regular_informal,13678,e-Shram,,0.0,1,3,1376
3506,English,Karnataka,short_term_contract,584,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,0.75,4,4,1655
3506,Hindi,Karnataka,short_term_contract,584,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,1.0,4,6,1392
3506,Bhojpuri,Karnataka,short_term_contract,584,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,0.75,4,4,1272
3506,Bengali,Karnataka,short_term_contract,584,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,1.0,4,5,1355
3506,Tamil,Karnataka,short_term_contract,584,e-Shram;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,e-Shram;Ayushman Bharat;PMJJBY/PMSBY,0.75,4,3,1250
2806,English,Karnataka,short_term_contract,3887,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY,0.8,5,5,1555
2806,Hindi,Karnataka,short_term_contract,3887,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,PMJJBY/PMSBY;MGNREGA,0.4,5,3,1414
2806,Bhojpuri,Karnataka,short_term_contract,3887,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,e-Shram;PM-SYM;PMJJBY/PMSBY,0.6,5,3,1735
2806,Bengali,Karnataka,short_term_contract,3887,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,e-Shram;PMJJBY/PMSBY,0.4,5,2,1277
2806,Tamil,Karnataka,short_term_contract,3887,e-Shram;PM-SYM;Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,Ayushman Bharat;PMJJBY/PMSBY;MGNREGA,0.6,5,4,1285
