worker_id,state,sex,marital_status,religion,social_group,urban_rural,education,employment_type,employer_type,age,annual_wage_inr,work_hours_year,contract_status,is_migrant,language,low_resource_language,wage_violation_prob,wage_below_minimum,rights_awareness,ai_usability_score,social_protection_gap
1030,West Bengal,Male,Unmarried,Hindu,Forward caste,Rural,Post-graduate (16+),regular_informal,private_individual,26,28547,2357,none,False,Bengali,False,0.42,False,0.217,4,0.31
1031,Haryana,Male,Married,Hindu,Muslim,Rural,Primary (5),casual_daily,private_individual,50,31944,2982,none,False,Hindi,False,0.868,True,0.046,1,0.986
1032,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_firm,26,41705,3928,none,False,Hindi,False,0.99,True,0.14,2,0.883
1033,Andhra Pradesh,Male,Married,Hindu,Forward caste,Rural,Secondary (10-11),casual_daily,private_individual,33,164588,1963,none,True,Telugu,False,0.99,True,0.091,3,0.823
1034,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,other,25,41600,1971,none,True,Hindi,False,0.99,True,0.237,2,0.854
1035,Delhi,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,35,48901,2954,written,False,Hindi,False,0.36,True,0.65,4,0.58
1036,Assam,Male,Married,Hindu,Forward caste,Rural,1-4 yrs,casual_daily,private_firm,44,53135,2147,none,True,Hindi,False,0.99,True,0.237,1,0.929
1037,Odisha,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),regular_informal,other_govt_program,57,16553,1462,none,False,Odia,False,0.504,True,0.078,2,0.902
1038,Chhattisgarh,Female,Married,Christian,Christian/Sikh/Jain,Rural,Graduate (15),casual_daily,mgnrega,39,213934,1801,none,False,Hindi,False,0.99,True,0.178,4,0.722
1039,Jharkhand,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,57,43202,2928,none,True,Hindi,False,0.99,True,0.075,3,0.828
1040,Gujarat,Male,Married,Hindu,Adivasi (ST),Urban,1-4 yrs,regular_informal,private_individual,43,108709,2873,none,True,Gujarati,False,0.655,True,0.162,1,0.951
1041,West Bengal,Female,Unmarried,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,19,49187,2839,written,False,Bengali,False,0.414,False,1.0,5,0.0
1042,Karnataka,Female,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,31,8383,1923,none,True,Kannada,False,0.99,True,0.488,1,0.854
1043,Uttar Pradesh,Male,Unmarried,Hindu,Muslim,Rural,1-4 yrs,casual_piecework,private_individual,18,40869,2306,none,False,Hindi,False,0.924,True,0.268,1,0.92
1044,Punjab,Male,Unmarried,Hindu,Dalit (SC),Rural,Secondary (10-11),regular_informal,private_firm,20,53805,131,written,False,Hindi,False,0.36,True,0.875,3,0.588
1045,Daman & Diu,Male,Married,Hindu,Forward caste,Rural,1-4 yrs,casual_daily,private_firm,39,58118,4000,none,True,Hindi,False,0.99,True,0.08,1,0.976
1046,Karnataka,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,21,68315,2004,none,True,Kannada,False,0.99,True,0.18,3,0.796
1047,Maharashtra,Male,Widowed,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,other_govt_program,29,240000,2917,none,False,Marathi,False,0.504,False,0.463,5,0.161
1048,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,other,47,85261,2872,none,False,Hindi,False,0.504,False,0.067,3,0.43
1049,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Graduate (15),regular_informal,private_individual,35,181636,3044,none,False,Bhojpuri,True,0.42,True,0.139,4,0.733
1050,Kerala,Male,Married,Muslim,Muslim,Rural,1-4 yrs,casual_piecework,private_individual,47,4146,1731,none,True,Hindi,False,0.99,True,0.545,1,0.836
1051,West Bengal,Male,Married,Hindu,Forward caste,Urban,Graduate (15),regular_informal,private_firm,44,86353,3013,written,False,Bengali,False,0.3,False,0.962,5,0.011
1052,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),short_term_contract,private_individual,21,22676,2037,verbal,False,Hindi,False,0.54,True,0.126,2,0.887
1053,Karnataka,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_individual,39,231621,2860,none,False,Kannada,False,0.504,False,0.113,4,0.341
1054,Odisha,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,35,49046,2056,none,False,Odia,False,0.868,True,0.116,2,0.89
1055,Tamil Nadu,Male,Married,Hindu,Forward caste,Urban,Post-graduate (16+),casual_piecework,private_individual,34,72923,2156,none,False,Hindi,False,0.924,True,0.194,5,0.642
1056,Delhi,Male,Unmarried,Muslim,Muslim,Urban,Higher Sec (12-14),regular_informal,private_individual,22,180681,2936,none,False,Hindi,False,0.42,True,0.197,4,0.716
1057,Haryana,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_piecework,private_firm,21,5162,345,none,True,Hindi,False,0.99,True,0.366,2,0.815
1058,West Bengal,Male,Married,Hindu,Forward caste,Urban,Higher Sec (12-14),regular_informal,private_firm,27,43470,2896,written,False,Bengali,False,0.3,False,0.845,4,0.122
1059,Odisha,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,52,41149,2286,none,False,Odia,False,0.868,True,0.536,2,0.764
1060,Nagaland,Female,Married,Christian,Adivasi (ST),Rural,1-4 yrs,casual_daily,mgnrega,24,4651,1267,none,False,Hindi,False,0.99,True,0.259,1,0.922
1061,Madhya Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,22,2392,1221,none,True,Hindi,False,0.99,True,0.138,2,0.884
1062,Odisha,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_piecework,private_individual,21,47839,1544,none,False,Odia,False,0.99,True,0.284,1,0.915
1063,Karnataka,Male,Married,Muslim,Muslim,Rural,Primary (5),casual_daily,private_individual,24,57653,2127,none,False,Kannada,False,0.868,True,0.186,1,0.944
1064,Chhattisgarh,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,52,8376,769,none,False,Hindi,False,0.99,True,0.543,1,0.837
1065,Jharkhand,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,20,35620,1863,none,False,Hindi,False,0.868,True,0.177,2,0.872
1066,Maharashtra,Male,Married,Buddhist,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_firm,22,28002,1278,none,False,Hindi,False,0.99,True,0.206,3,0.788
1067,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_firm,24,11711,1511,none,True,Hindi,False,0.99,True,0.263,2,0.846
1068,Bihar,Male,Unmarried,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,21,166105,2383,written,False,Bhojpuri,True,0.36,False,1.0,4,0.075
1069,Himachal Pradesh,Female,Separated/Divorced,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,other,58,97099,2347,none,False,Hindi,False,0.99,True,0.229,1,0.931
1070,West Bengal,Male,Unmarried,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,23,235003,2970,written,False,Hindi,False,0.36,True,0.676,5,0.497
1071,Madhya Pradesh,Male,Married,Hindu,OBC,Urban,Primary (5),casual_daily,private_individual,22,14254,1803,none,False,Hindi,False,0.868,False,0.486,2,0.379
1072,Andhra Pradesh,Male,Married,Hindu,Forward caste,Urban,Secondary (10-11),regular_informal,other,30,35410,1509,none,False,Telugu,False,0.42,True,0.202,4,0.714
1073,Himachal Pradesh,Female,Married,Hindu,Forward caste,Rural,Middle (6-9),casual_daily,private_firm,39,23919,1461,none,False,Hindi,False,0.99,True,0.104,2,0.894
1074,Andhra Pradesh,Female,Married,Hindu,OBC,Rural,Higher Sec (12-14),regular_informal,private_individual,19,49468,1409,none,False,Telugu,False,0.483,True,0.108,3,0.818
1075,Karnataka,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,41,37261,2510,none,False,Kannada,False,0.99,True,0.119,1,0.964
1076,Karnataka,Male,Married,Hindu,OBC,Urban,1-4 yrs,casual_daily,private_individual,30,42014,1784,none,True,Hindi,False,0.99,True,0.071,1,0.979
1077,Punjab,Male,Married,Muslim,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,44,45359,3917,none,False,Hindi,False,0.99,True,0.316,1,0.905
1078,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,19,22304,2157,none,False,Bhojpuri,True,0.868,True,0.294,1,0.912
1079,Chhattisgarh,Female,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,50,70,458,none,False,Hindi,False,0.99,True,0.083,2,0.9
1080,Madhya Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,48,18351,1689,none,False,Hindi,False,0.99,True,0.205,2,0.864
1081,Karnataka,Male,Married,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_individual,45,46251,2007,none,True,Kannada,False,0.99,True,0.632,3,0.66
1082,Assam,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,27,46313,2252,none,False,Hindi,False,0.868,True,0.104,2,0.894
1083,Karnataka,Female,Unmarried,Hindu,OBC,Urban,1-4 yrs,casual_daily,other_govt_program,23,7287,312,none,False,Kannada,False,0.99,True,0.101,1,0.97
1084,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Rural,Higher Sec (12-14),casual_daily,private_firm,41,74128,1436,none,True,Hindi,False,0.99,True,0.308,3,0.758
1085,West Bengal,Female,Married,Hindu,Forward caste,Urban,Post-graduate (16+),regular_informal,private_firm,40,41549,2861,written,False,Bengali,False,0.345,False,1.0,5,0.0
1086,Karnataka,Female,Married,Christian,OBC,Rural,Primary (5),casual_daily,mgnrega,45,4139,1002,none,True,Kannada,False,0.99,True,0.049,1,0.985
1087,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Graduate (15),regular_informal,private_firm,41,42220,2896,written,False,Bengali,False,0.36,True,0.581,4,0.601
1088,Maharashtra,Female,Married,Buddhist,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,29,18516,1538,none,True,Marathi,False,0.99,True,0.163,2,0.876
1089,Uttar Pradesh,Male,Unmarried,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_firm,44,50490,2584,none,True,Hindi,False,0.99,False,0.15,3,0.405
1090,Punjab,Female,Married,Sikh,Christian/Sikh/Jain,Urban,Higher Sec (12-14),regular_informal,private_individual,30,80979,2209,none,False,Hindi,False,0.483,False,0.157,4,0.328
1091,Uttar Pradesh,Male,Married,Christian,OBC,Urban,Higher Sec (12-14),regular_informal,private_individual,26,155500,2946,none,False,Urdu,False,0.42,False,0.375,4,0.262
1092,Tripura,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,45,55497,2990,none,False,Hindi,False,0.868,False,0.05,2,0.51
1093,Daman & Diu,Male,Unmarried,Hindu,Adivasi (ST),Urban,Middle (6-9),casual_piecework,private_individual,27,54453,2436,none,False,Hindi,False,0.99,True,0.167,3,0.8
1094,Rajasthan,Male,Unmarried,Hindu,Brahmin,Urban,Post-graduate (16+),regular_informal,other_govt_program,28,73539,2831,none,False,Hindi,False,0.42,False,0.166,5,0.25
1095,Tripura,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,65,43904,2536,none,False,Hindi,False,0.99,True,0.142,2,0.882
1096,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_individual,24,42491,2896,none,True,Hindi,False,0.655,True,0.156,5,0.653
1097,Kerala,Female,Married,Muslim,Muslim,Rural,1-4 yrs,casual_piecework,private_individual,28,18197,1215,none,False,Hindi,False,0.99,True,0.652,1,0.804
1098,Karnataka,Male,Unmarried,Hindu,Adivasi (ST),Urban,Middle (6-9),casual_daily,private_firm,18,60567,2920,none,False,Kannada,False,0.99,True,0.212,3,0.786
1099,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,37,20274,444,none,True,Bengali,False,0.99,True,0.438,1,0.869
1100,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),regular_informal,private_firm,28,47876,2988,written,False,Hindi,False,0.36,False,1.0,2,0.225
1101,Andhra Pradesh,Male,Separated/Divorced,Hindu,OBC,Rural,Higher Sec (12-14),casual_daily,private_individual,36,53708,1850,none,False,Hindi,False,0.868,True,0.733,3,0.63
1102,Jharkhand,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_firm,48,34638,2847,none,True,Santali,True,0.99,True,0.196,1,0.941
1103,West Bengal,Female,Widowed,Hindu,Adivasi (ST),Rural,1-4 yrs,regular_informal,other_govt_program,46,20527,2821,none,False,Bengali,False,0.58,False,0.127,1,0.562
1104,Gujarat,Male,Unmarried,Hindu,Adivasi (ST),Urban,Middle (6-9),short_term_contract,private_individual,21,28118,2292,verbal,True,Hindi,False,0.702,True,0.196,3,0.791
1105,Jharkhand,Male,Married,Hindu,Brahmin,Urban,Higher Sec (12-14),casual_daily,private_firm,34,43185,1994,none,False,Nagpuri,True,0.868,True,0.339,3,0.748
1106,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,49,47291,2910,none,True,Bengali,False,0.99,True,0.289,2,0.838
1107,Himachal Pradesh,Male,Married,Buddhist,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,mgnrega,25,26061,508,none,True,Hindi,False,0.99,True,0.209,3,0.787
1108,Rajasthan,Male,Unmarried,Hindu,OBC,Urban,Primary (5),casual_daily,private_individual,19,20640,1806,none,False,Hindi,False,0.868,True,0.178,2,0.872
1109,Kerala,Male,Married,Muslim,Muslim,Urban,Higher Sec (12-14),casual_piecework,private_individual,45,19746,2846,none,False,Hindi,False,0.924,True,0.225,4,0.708
1110,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Higher Sec (12-14),regular_informal,private_individual,20,60621,1877,none,True,Hindi,False,0.655,True,0.289,3,0.763
1111,Gujarat,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,38,51956,1815,none,False,Gujarati,False,0.99,True,0.188,1,0.944
1112,Andhra Pradesh,Male,Married,Hindu,OBC,Urban,Secondary (10-11),casual_daily,private_individual,47,72112,1892,none,True,Telugu,False,0.99,True,0.167,4,0.725
1113,Kerala,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,23,50691,1019,none,False,Hindi,False,0.99,True,0.254,3,0.774
1114,Punjab,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,31,51386,2159,none,False,Hindi,False,0.99,True,0.029,1,0.991
1115,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_firm,23,57750,2710,none,False,Kannada,False,0.99,True,0.095,2,0.896
1116,Maharashtra,Male,Married,Buddhist,Muslim,Rural,1-4 yrs,casual_daily,private_individual,50,42104,3022,none,True,Hindi,False,0.99,True,0.34,1,0.898
1117,Maharashtra,Female,Married,Tribal,OBC,Rural,Secondary (10-11),casual_daily,private_firm,39,20932,3003,none,False,Hindi,False,0.99,True,0.113,3,0.816
1118,Odisha,Male,Married,Hindu,Forward caste,Urban,1-4 yrs,casual_daily,private_individual,49,44320,2066,none,False,Odia,False,0.868,False,0.164,1,0.551
1119,Assam,Male,Unmarried,Muslim,Muslim,Urban,1-4 yrs,casual_daily,private_individual,31,46013,1941,none,False,Hindi,False,0.868,True,0.037,1,0.989
1120,Andhra Pradesh,Male,Married,Hindu,OBC,Urban,1-4 yrs,casual_daily,private_individual,30,13861,499,none,False,Telugu,False,0.868,True,0.064,1,0.981
1121,Jharkhand,Female,Married,Tribal,Adivasi (ST),Rural,1-4 yrs,casual_daily,mgnrega,54,780,192,none,True,Nagpuri,True,0.99,True,0.378,1,0.887
1122,Uttarakhand,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,other,29,41182,2113,none,False,Hindi,False,0.99,True,0.262,2,0.846
1123,Karnataka,Female,Widowed,Hindu,Adivasi (ST),Rural,1-4 yrs,regular_informal,private_individual,55,5779,1991,none,False,Kannada,False,0.58,True,0.31,1,0.907
1124,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),short_term_contract,private_individual,35,36892,2841,verbal,False,Telugu,False,0.54,False,0.46,4,0.237
1125,Uttar Pradesh,Male,Unmarried,Muslim,Muslim,Rural,Primary (5),casual_daily,mgnrega,20,4550,222,none,False,Hindi,False,0.868,True,0.213,1,0.936
1126,Kerala,Female,Married,Christian,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,other,55,642,432,none,False,Hindi,False,0.99,True,0.29,3,0.763
1127,Karnataka,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,46,47250,2991,none,True,Kannada,False,0.99,True,0.224,3,0.783
1128,Chhattisgarh,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,20,4048,509,none,False,Hindi,False,0.868,True,0.099,1,0.97
1129,Haryana,Male,Married,Hindu,Forward caste,Urban,Middle (6-9),regular_informal,other_govt_program,28,53748,2858,none,True,Hindi,False,0.546,False,0.08,3,0.426
1130,Gujarat,Male,Unmarried,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,24,12166,1806,none,True,Gujarati,False,0.99,True,0.107,2,0.893
1131,Jammu & Kashmir,Male,Married,Hindu,Forward caste,Rural,Graduate (15),casual_daily,private_firm,39,70749,2047,none,True,Hindi,False,0.99,True,0.155,4,0.728
1132,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,other,24,42096,1653,none,False,Tamil,False,0.99,True,0.355,3,0.744
1133,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,46,219856,2969,written,False,Hindi,False,0.36,True,0.534,5,0.54
1134,Rajasthan,Male,Married,Hindu,OBC,Urban,Primary (5),casual_piecework,private_individual,41,41338,3538,none,False,Hindi,False,0.924,True,0.321,2,0.829
1135,Uttar Pradesh,Female,Widowed,Hindu,Forward caste,Urban,Higher Sec (12-14),regular_informal,private_firm,25,50148,2875,written,True,Bhojpuri,True,0.448,False,0.814,3,0.206
1136,Odisha,Male,Unmarried,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,24,35380,1978,none,True,Odia,False,0.99,True,0.267,1,0.92
1137,Andhra Pradesh,Female,Unmarried,Hindu,Forward caste,Urban,Higher Sec (12-14),regular_informal,other_govt_program,22,19710,339,none,False,Telugu,False,0.483,True,0.203,4,0.714
1138,Assam,Male,Married,Muslim,Muslim,Rural,Higher Sec (12-14),casual_daily,private_individual,41,37163,3221,none,False,Hindi,False,0.868,True,0.731,3,0.631
1139,West Bengal,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,48,69016,2130,none,False,Hindi,False,0.868,True,0.128,2,0.887
1140,Chhattisgarh,Female,Unmarried,Hindu,Adivasi (ST),Rural,Higher Sec (12-14),casual_daily,private_individual,26,5511,613,none,False,Hindi,False,0.99,True,0.61,3,0.667
1141,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,46,68719,2977,written,False,Bengali,False,0.36,False,0.574,4,0.203
1142,Andhra Pradesh,Male,Married,Hindu,OBC,Rural,Higher Sec (12-14),casual_daily,private_individual,43,47473,732,none,False,Telugu,False,0.868,True,0.386,3,0.734
1143,Rajasthan,Female,Married,Hindu,Forward caste,Urban,Post-graduate (16+),regular_informal,private_firm,24,1477,120,written,False,Hindi,False,0.345,False,0.926,5,0.022
1144,Punjab,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,46,72746,2934,none,True,Hindi,False,0.99,True,0.07,3,0.829
1145,Delhi,Male,Married,Hindu,OBC,Urban,Secondary (10-11),regular_informal,private_individual,51,61668,3014,none,False,Urdu,False,0.42,True,0.274,4,0.693
1146,Karnataka,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_individual,36,88874,2984,none,False,Hindi,False,0.99,True,0.369,4,0.664
1147,Maharashtra,Male,Married,Jain,Christian/Sikh/Jain,Rural,Post-graduate (16+),casual_piecework,private_individual,29,174523,2173,none,False,Marathi,False,0.924,True,0.609,4,0.592
1148,Kerala,Female,Married,Hindu,Forward caste,Rural,Primary (5),regular_informal,other_govt_program,49,2115,1608,none,True,Hindi,False,0.628,False,0.558,1,0.433
1149,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Graduate (15),casual_daily,private_individual,34,69059,4000,none,False,Bengali,False,0.99,True,0.146,4,0.731
1150,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_firm,21,34180,2929,written,False,Hindi,False,0.36,False,0.874,3,0.188
1151,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,36,67890,2160,none,False,Hindi,False,0.868,True,0.382,2,0.81
1152,Andhra Pradesh,Female,Married,Hindu,OBC,Urban,Primary (5),casual_daily,private_firm,30,21214,1697,none,False,Telugu,False,0.99,True,0.146,2,0.881
1153,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,44,119977,2081,none,False,Bhojpuri,True,0.99,True,0.362,2,0.816
1154,Delhi,Male,Married,Christian,Adivasi (ST),Urban,Middle (6-9),regular_informal,private_individual,46,55430,2952,none,False,Hindi,False,0.504,True,0.306,3,0.758
1155,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_individual,44,46549,1417,none,False,Telugu,False,0.504,False,0.405,5,0.178
1156,Assam,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,45,25250,1961,none,False,Hindi,False,0.868,True,0.618,2,0.74
1157,Maharashtra,Male,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,private_individual,24,93907,1162,none,False,Marathi,False,0.868,True,0.45,3,0.715
1158,Haryana,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,mgnrega,60,8382,1218,none,False,Hindi,False,0.99,True,0.174,1,0.948
1159,Tamil Nadu,Male,Married,Sikh,Dalit (SC),Urban,1-4 yrs,casual_daily,other,35,179320,2891,none,False,Tamil,False,0.99,True,0.02,1,0.994
1160,Tamil Nadu,Female,Separated/Divorced,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,34,53048,2920,none,False,Tamil,False,0.99,True,0.415,2,0.8
1161,Andhra Pradesh,Male,Married,Hindu,OBC,Urban,Secondary (10-11),casual_daily,private_individual,27,44438,980,none,False,Telugu,False,0.868,True,0.579,4,0.601
1162,Uttar Pradesh,Female,Unmarried,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,mgnrega,19,1809,381,none,False,Hindi,False,0.99,True,0.269,3,0.769
1163,Madhya Pradesh,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,32,20462,577,none,True,Hindi,False,0.99,True,0.21,2,0.862
1164,Odisha,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,40,14854,1259,none,True,Odia,False,0.99,True,0.129,2,0.886
1165,Maharashtra,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,47,17232,1145,none,False,Marathi,False,0.99,True,0.427,1,0.872
1166,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),regular_informal,private_firm,39,75040,3006,written,False,Tamil,False,0.36,True,0.849,3,0.595
1167,Maharashtra,Female,Married,Buddhist,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,54,10559,582,none,False,Marathi,False,0.99,True,0.194,2,0.867
1168,Chhattisgarh,Male,Married,Hindu,Brahmin,Rural,Graduate (15),regular_informal,other_govt_program,39,18139,2842,none,False,Hindi,False,0.42,False,0.641,4,0.183
1169,Rajasthan,Female,Separated/Divorced,Hindu,Forward caste,Urban,Middle (6-9),casual_daily,private_individual,46,63351,1375,none,False,Hindi,False,0.99,True,0.421,3,0.724
1170,Madhya Pradesh,Female,Married,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,other_govt_program,32,4719,1425,none,True,Hindi,False,0.99,True,0.484,2,0.78
1171,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Graduate (15),regular_informal,other_govt_program,51,66153,3005,none,False,Telugu,False,0.504,False,0.43,4,0.246
1172,Karnataka,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,21,14249,2061,none,True,Hindi,False,0.99,True,0.386,1,0.884
1173,Uttarakhand,Male,Married,Hindu,Forward caste,Urban,Higher Sec (12-14),regular_informal,private_firm,44,48466,2910,written,False,Hindi,False,0.3,False,0.655,4,0.178
1174,Assam,Male,Married,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_individual,30,79831,2733,none,False,Hindi,False,0.868,True,0.336,3,0.749
1175,Jammu & Kashmir,Female,Married,Muslim,Muslim,Rural,Middle (6-9),casual_daily,private_individual,46,10168,2243,none,True,Hindi,False,0.99,True,0.134,2,0.885
1176,Haryana,Female,Married,Hindu,OBC,Rural,1-4 yrs,regular_informal,private_firm,31,53573,2915,written,True,Hindi,False,0.448,True,0.907,1,0.728
1177,Maharashtra,Male,Unmarried,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,18,25824,2653,none,False,Marathi,False,0.99,False,0.195,2,0.466
1178,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Primary (5),regular_informal,private_firm,34,57740,3030,written,False,Hindi,False,0.36,True,0.67,1,0.799
1179,Karnataka,Female,Separated/Divorced,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,22,4668,1933,none,True,Kannada,False,0.99,True,0.572,2,0.753
1180,Gujarat,Male,Unmarried,Hindu,Adivasi (ST),Urban,Secondary (10-11),casual_piecework,private_individual,33,56524,2521,none,False,Gujarati,False,0.99,True,0.115,4,0.74
1181,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,20,40515,1792,none,True,Kannada,False,0.99,True,0.145,1,0.957
1182,Punjab,Male,Married,Sikh,Christian/Sikh/Jain,Urban,Middle (6-9),regular_informal,private_firm,41,135420,2482,written,False,Hindi,False,0.3,False,0.433,3,0.32
1183,Tamil Nadu,Male,Married,Hindu,Forward caste,Urban,Higher Sec (12-14),casual_daily,private_individual,24,5128,2971,none,False,Tamil,False,0.868,True,0.519,4,0.619
1184,Assam,Male,Unmarried,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,20,38327,2088,none,False,Hindi,False,0.868,False,0.131,2,0.486
1185,Chhattisgarh,Female,Married,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,private_individual,39,2573,565,none,False,Hindi,False,0.99,True,0.049,1,0.985
1186,Andhra Pradesh,Male,Unmarried,Hindu,Dalit (SC),Urban,Graduate (15),casual_daily,private_individual,29,27837,1510,none,True,Telugu,False,0.99,True,0.139,5,0.658
1187,Karnataka,Male,Married,Hindu,Forward caste,Rural,Middle (6-9),casual_daily,private_individual,22,47069,1853,none,False,Kannada,False,0.868,False,0.101,2,0.495
1188,Kerala,Female,Married,Christian,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,25,2425,378,none,False,Hindi,False,0.99,True,0.027,1,0.992
