Training CTGAN on 45,424 real informal workers, 300 epochs...

  0%|          | 0/300 [00:00<?, ?it/s]
Gen. (+00.00) | Discrim. (+00.00):   0%|          | 0/300 [00:00<?, ?it/s]
Gen. (-00.79) | Discrim. (-00.28):  43%|████▎     | 130/300 [07:22<09:40,  3.41s/it]
Gen. (-00.80) | Discrim. (-00.02):  43%|████▎     | 130/300 [07:26<09:40,  3.41s/it]
Gen. (-00.80) | Discrim. (-00.02):  44%|████▎     | 131/300 [07:26<09:42,  3.45s/it]
Gen. (-00.71) | Discrim. (-00.13):  44%|████▎     | 131/300 [07:29<09:42,  3.45s/it]
Gen. (-00.71) | Discrim. (-00.13):  44%|████▍     | 132/300 [07:29<09:37,  3.44s/it]
Gen. (-00.57) | Discrim. (+00.05):  44%|████▍     | 132/300 [07:32<09:37,  3.44s/it]
Gen. (-00.57) | Discrim. (+00.05):  44%|████▍     | 133/300 [07:32<09:38,  3.46s/it]
Gen. (-00.68) | Discrim. (-00.11):  44%|████▍     | 133/300 [07:36<09:38,  3.46s/it]
Gen. (-00.68) | Discrim. (-00.11):  45%|████▍     | 134/300 [07:36<09:35,  3.46s/it]
Gen. (-00.85) | Discrim. (+00.12):  45%|████▍     | 134/300 [07:39<09:35,  3.46s/it]
Gen. (-00.85) | Discrim. (+00.12):  45%|████▌     | 135/300 [07:39<09:32,  3.47s/it]
Gen. (-00.75) | Discrim. (-00.01):  45%|████▌     | 135/300 [07:43<09:32,  3.47s/it]
Gen. (-00.75) | Discrim. (-00.01):  45%|████▌     | 136/300 [07:43<09:30,  3.48s/it]
Gen. (-00.74) | Discrim. (-00.12):  45%|████▌     | 136/300 [07:46<09:30,  3.48s/it]
Gen. (-00.74) | Discrim. (-00.12):  46%|████▌     | 137/300 [07:46<09:25,  3.47s/it]
Gen. (-00.88) | Discrim. (+00.03):  46%|████▌     | 137/300 [07:50<09:25,  3.47s/it]
Gen. (-00.88) | Discrim. (+00.03):  46%|████▌     | 138/300 [07:50<09:16,  3.44s/it]
Gen. (-00.90) | Discrim. (-00.00):  46%|████▌     | 138/300 [07:53<09:16,  3.44s/it]
Gen. (-00.90) | Discrim. (-00.00):  46%|████▋     | 139/300 [07:53<09:07,  3.40s/it]
Gen. (-00.48) | Discrim. (-00.14):  46%|████▋     | 139/300 [07:56<09:07,  3.40s/it]
Gen. (-00.48) | Discrim. (-00.14):  47%|████▋     | 140/300 [07:56<09:03,  3.40s/it]
Gen. (-00.44) | Discrim. (-00.11):  47%|████▋     | 140/300 [08:00<09:03,  3.40s/it]
Gen. (-00.44) | Discrim. (-00.11):  47%|████▋     | 141/300 [08:00<09:18,  3.52s/it]
Gen. (-00.75) | Discrim. (-00.21):  47%|████▋     | 141/300 [08:04<09:18,  3.52s/it]
Gen. (-00.75) | Discrim. (-00.21):  47%|████▋     | 142/300 [08:04<09:15,  3.51s/it]
Gen. (-00.67) | Discrim. (+00.14):  47%|████▋     | 142/300 [08:07<09:15,  3.51s/it]
Gen. (-00.67) | Discrim. (+00.14):  48%|████▊     | 143/300 [08:07<09:16,  3.54s/it]
Gen. (-00.67) | Discrim. (-00.06):  48%|████▊     | 143/300 [08:11<09:16,  3.54s/it]
Gen. (-00.67) | Discrim. (-00.06):  48%|████▊     | 144/300 [08:11<09:19,  3.58s/it]
Gen. (-00.56) | Discrim. (-00.08):  48%|████▊     | 144/300 [08:14<09:19,  3.58s/it]
Gen. (-00.56) | Discrim. (-00.08):  48%|████▊     | 145/300 [08:14<09:05,  3.52s/it]
Gen. (-00.38) | Discrim. (+00.06):  48%|████▊     | 145/300 [08:19<09:05,  3.52s/it]
Gen. (-00.38) | Discrim. (+00.06):  49%|████▊     | 146/300 [08:19<09:30,  3.71s/it]
Gen. (-00.29) | Discrim. (+00.05):  49%|████▊     | 146/300 [08:22<09:30,  3.71s/it]
Gen. (-00.29) | Discrim. (+00.05):  49%|████▉     | 147/300 [08:22<09:06,  3.57s/it]
Gen. (-00.47) | Discrim. (-00.08):  49%|████▉     | 147/300 [08:25<09:06,  3.57s/it]
Gen. (-00.47) | Discrim. (-00.08):  49%|████▉     | 148/300 [08:25<08:49,  3.49s/it]
Gen. (-00.42) | Discrim. (-00.20):  49%|████▉     | 148/300 [08:28<08:49,  3.49s/it]
Gen. (-00.42) | Discrim. (-00.20):  50%|████▉     | 149/300 [08:28<08:39,  3.44s/it]
Gen. (-00.47) | Discrim. (+00.02):  50%|████▉     | 149/300 [08:32<08:39,  3.44s/it]
Gen. (-00.47) | Discrim. (+00.02):  50%|█████     | 150/300 [08:32<08:33,  3.42s/it]
Gen. (-00.74) | Discrim. (-00.00):  50%|█████     | 150/300 [08:35<08:33,  3.42s/it]
Gen. (-00.74) | Discrim. (-00.00):  50%|█████     | 151/300 [08:35<08:34,  3.45s/it]
Gen. (-00.48) | Discrim. (-00.08):  50%|█████     | 151/300 [08:39<08:34,  3.45s/it]
Gen. (-00.48) | Discrim. (-00.08):  51%|█████     | 152/300 [08:39<08:25,  3.42s/it]
Gen. (-00.54) | Discrim. (-00.31):  51%|█████     | 152/300 [08:42<08:25,  3.42s/it]
Gen. (-00.54) | Discrim. (-00.31):  51%|█████     | 153/300 [08:42<08:24,  3.43s/it]
Gen. (-00.88) | Discrim. (-00.28):  51%|█████     | 153/300 [08:46<08:24,  3.43s/it]
Gen. (-00.88) | Discrim. (-00.28):  51%|█████▏    | 154/300 [08:46<08:20,  3.43s/it]
Gen. (-00.36) | Discrim. (-00.16):  51%|█████▏    | 154/300 [08:50<08:20,  3.43s/it]
Gen. (-00.36) | Discrim. (-00.16):  52%|█████▏    | 155/300 [08:50<08:53,  3.68s/it]
Gen. (-00.19) | Discrim. (-00.16):  52%|█████▏    | 155/300 [08:53<08:53,  3.68s/it]
Gen. (-00.19) | Discrim. (-00.16):  52%|█████▏    | 156/300 [08:53<08:35,  3.58s/it]
Gen. (-00.56) | Discrim. (+00.04):  52%|█████▏    | 156/300 [08:57<08:35,  3.58s/it]
Gen. (-00.56) | Discrim. (+00.04):  52%|█████▏    | 157/300 [08:57<08:40,  3.64s/it]
Gen. (-00.24) | Discrim. (-00.03):  52%|█████▏    | 157/300 [09:01<08:40,  3.64s/it]
Gen. (-00.24) | Discrim. (-00.03):  53%|█████▎    | 158/300 [09:01<08:39,  3.66s/it]
Gen. (-00.41) | Discrim. (+00.01):  53%|█████▎    | 158/300 [09:04<08:39,  3.66s/it]
Gen. (-00.41) | Discrim. (+00.01):  53%|█████▎    | 159/300 [09:04<08:26,  3.59s/it]
Gen. (-00.61) | Discrim. (-00.23):  53%|█████▎    | 159/300 [09:08<08:26,  3.59s/it]
Gen. (-00.61) | Discrim. (-00.23):  53%|█████▎    | 160/300 [09:08<08:27,  3.62s/it]
Gen. (-00.32) | Discrim. (-00.21):  53%|█████▎    | 160/300 [09:11<08:27,  3.62s/it]
Gen. (-00.32) | Discrim. (-00.21):  54%|█████▎    | 161/300 [09:11<08:13,  3.55s/it]
Gen. (-00.37) | Discrim. (-00.17):  54%|█████▎    | 161/300 [09:15<08:13,  3.55s/it]
Gen. (-00.37) | Discrim. (-00.17):  54%|█████▍    | 162/300 [09:15<08:05,  3.52s/it]
Gen. (-00.44) | Discrim. (-00.17):  54%|█████▍    | 162/300 [09:18<08:05,  3.52s/it]
Gen. (-00.44) | Discrim. (-00.17):  54%|█████▍    | 163/300 [09:18<07:55,  3.47s/it]
Gen. (-00.72) | Discrim. (-00.10):  54%|█████▍    | 163/300 [09:21<07:55,  3.47s/it]
Gen. (-00.72) | Discrim. (-00.10):  55%|█████▍    | 164/300 [09:21<07:52,  3.48s/it]
Gen. (-00.82) | Discrim. (-00.11):  55%|█████▍    | 164/300 [09:25<07:52,  3.48s/it]
Gen. (-00.82) | Discrim. (-00.11):  55%|█████▌    | 165/300 [09:25<07:46,  3.45s/it]
Gen. (-00.53) | Discrim. (-00.19):  55%|█████▌    | 165/300 [09:28<07:46,  3.45s/it]
Gen. (-00.53) | Discrim. (-00.19):  55%|█████▌    | 166/300 [09:28<07:37,  3.41s/it]
Gen. (-00.75) | Discrim. (+00.27):  55%|█████▌    | 166/300 [09:32<07:37,  3.41s/it]
Gen. (-00.75) | Discrim. (+00.27):  56%|█████▌    | 167/300 [09:32<07:32,  3.40s/it]
Gen. (-00.54) | Discrim. (+00.15):  56%|█████▌    | 167/300 [09:35<07:32,  3.40s/it]
Gen. (-00.54) | Discrim. (+00.15):  56%|█████▌    | 168/300 [09:35<07:25,  3.37s/it]
Gen. (-00.75) | Discrim. (+00.08):  56%|█████▌    | 168/300 [09:38<07:25,  3.37s/it]
Gen. (-00.75) | Discrim. (+00.08):  56%|█████▋    | 169/300 [09:38<07:22,  3.38s/it]
Gen. (-00.69) | Discrim. (+00.11):  56%|█████▋    | 169/300 [09:42<07:22,  3.38s/it]
Gen. (-00.69) | Discrim. (+00.11):  57%|█████▋    | 170/300 [09:42<07:16,  3.36s/it]
Gen. (-00.64) | Discrim. (+00.08):  57%|█████▋    | 170/300 [09:45<07:16,  3.36s/it]
Gen. (-00.64) | Discrim. (+00.08):  57%|█████▋    | 171/300 [09:45<07:08,  3.33s/it]
Gen. (-00.81) | Discrim. (-00.23):  57%|█████▋    | 171/300 [09:48<07:08,  3.33s/it]
Gen. (-00.81) | Discrim. (-00.23):  57%|█████▋    | 172/300 [09:48<07:02,  3.30s/it]
Gen. (-00.86) | Discrim. (-00.15):  57%|█████▋    | 172/300 [09:51<07:02,  3.30s/it]
Gen. (-00.86) | Discrim. (-00.15):  58%|█████▊    | 173/300 [09:51<06:58,  3.29s/it]
Gen. (-00.74) | Discrim. (-00.05):  58%|█████▊    | 173/300 [09:55<06:58,  3.29s/it]
Gen. (-00.74) | Discrim. (-00.05):  58%|█████▊    | 174/300 [09:55<06:54,  3.29s/it]
Gen. (-00.65) | Discrim. (-00.07):  58%|█████▊    | 174/300 [09:58<06:54,  3.29s/it]
Gen. (-00.65) | Discrim. (-00.07):  58%|█████▊    | 175/300 [09:58<06:52,  3.30s/it]
Gen. (-00.52) | Discrim. (-00.31):  58%|█████▊    | 175/300 [10:01<06:52,  3.30s/it]
Gen. (-00.52) | Discrim. (-00.31):  59%|█████▊    | 176/300 [10:01<06:48,  3.29s/it]
Gen. (-00.42) | Discrim. (-00.30):  59%|█████▊    | 176/300 [10:05<06:48,  3.29s/it]
Gen. (-00.42) | Discrim. (-00.30):  59%|█████▉    | 177/300 [10:05<06:44,  3.29s/it]
Gen. (-00.76) | Discrim. (-00.01):  59%|█████▉    | 177/300 [10:08<06:44,  3.29s/it]
Gen. (-00.76) | Discrim. (-00.01):  59%|█████▉    | 178/300 [10:08<06:45,  3.32s/it]
Gen. (-00.87) | Discrim. (-00.09):  59%|█████▉    | 178/300 [10:11<06:45,  3.32s/it]
Gen. (-00.87) | Discrim. (-00.09):  60%|█████▉    | 179/300 [10:11<06:42,  3.32s/it]
Gen. (-00.77) | Discrim. (+00.20):  60%|█████▉    | 179/300 [10:15<06:42,  3.32s/it]
Gen. (-00.77) | Discrim. (+00.20):  60%|██████    | 180/300 [10:15<06:39,  3.33s/it]
Gen. (-00.76) | Discrim. (+00.02):  60%|██████    | 180/300 [10:18<06:39,  3.33s/it]
Gen. (-00.76) | Discrim. (+00.02):  60%|██████    | 181/300 [10:18<06:32,  3.30s/it]
Gen. (-00.91) | Discrim. (-00.07):  60%|██████    | 181/300 [10:21<06:32,  3.30s/it]
Gen. (-00.91) | Discrim. (-00.07):  61%|██████    | 182/300 [10:21<06:29,  3.30s/it]
Gen. (-00.54) | Discrim. (+00.33):  61%|██████    | 182/300 [10:24<06:29,  3.30s/it]
Gen. (-00.54) | Discrim. (+00.33):  61%|██████    | 183/300 [10:24<06:24,  3.29s/it]
Gen. (-01.01) | Discrim. (-00.14):  61%|██████    | 183/300 [10:28<06:24,  3.29s/it]
Gen. (-01.01) | Discrim. (-00.14):  61%|██████▏   | 184/300 [10:28<06:21,  3.29s/it]
Gen. (-01.10) | Discrim. (+00.16):  61%|██████▏   | 184/300 [10:31<06:21,  3.29s/it]
Gen. (-01.10) | Discrim. (+00.16):  62%|██████▏   | 185/300 [10:31<06:16,  3.27s/it]
Gen. (-00.93) | Discrim. (-00.14):  62%|██████▏   | 185/300 [10:34<06:16,  3.27s/it]
Gen. (-00.93) | Discrim. (-00.14):  62%|██████▏   | 186/300 [10:34<06:11,  3.26s/it]
Gen. (-00.91) | Discrim. (-00.09):  62%|██████▏   | 186/300 [10:37<06:11,  3.26s/it]
Gen. (-00.91) | Discrim. (-00.09):  62%|██████▏   | 187/300 [10:37<06:10,  3.28s/it]
Gen. (-01.04) | Discrim. (-00.16):  62%|██████▏   | 187/300 [10:41<06:10,  3.28s/it]
Gen. (-01.04) | Discrim. (-00.16):  63%|██████▎   | 188/300 [10:41<06:06,  3.27s/it]
Gen. (-01.12) | Discrim. (+00.04):  63%|██████▎   | 188/300 [10:44<06:06,  3.27s/it]
Gen. (-01.12) | Discrim. (+00.04):  63%|██████▎   | 189/300 [10:44<06:05,  3.30s/it]
Gen. (-00.83) | Discrim. (-00.11):  63%|██████▎   | 189/300 [10:47<06:05,  3.30s/it]
Gen. (-00.83) | Discrim. (-00.11):  63%|██████▎   | 190/300 [10:47<06:01,  3.28s/it]
Gen. (-00.81) | Discrim. (+00.27):  63%|██████▎   | 190/300 [10:51<06:01,  3.28s/it]
Gen. (-00.81) | Discrim. (+00.27):  64%|██████▎   | 191/300 [10:51<05:59,  3.30s/it]
Gen. (-00.65) | Discrim. (-00.14):  64%|██████▎   | 191/300 [10:54<05:59,  3.30s/it]
Gen. (-00.65) | Discrim. (-00.14):  64%|██████▍   | 192/300 [10:54<05:55,  3.29s/it]
Gen. (-00.45) | Discrim. (-00.06):  64%|██████▍   | 192/300 [10:57<05:55,  3.29s/it]
Gen. (-00.45) | Discrim. (-00.06):  64%|██████▍   | 193/300 [10:57<05:51,  3.29s/it]
Gen. (-00.72) | Discrim. (+00.12):  64%|██████▍   | 193/300 [11:01<05:51,  3.29s/it]
Gen. (-00.72) | Discrim. (+00.12):  65%|██████▍   | 194/300 [11:01<05:49,  3.30s/it]
Gen. (-00.88) | Discrim. (+00.02):  65%|██████▍   | 194/300 [11:04<05:49,  3.30s/it]
Gen. (-00.88) | Discrim. (+00.02):  65%|██████▌   | 195/300 [11:04<05:46,  3.30s/it]
Gen. (-01.08) | Discrim. (+00.11):  65%|██████▌   | 195/300 [11:07<05:46,  3.30s/it]
Gen. (-01.08) | Discrim. (+00.11):  65%|██████▌   | 196/300 [11:07<05:48,  3.35s/it]
Gen. (-01.10) | Discrim. (-00.07):  65%|██████▌   | 196/300 [11:11<05:48,  3.35s/it]
Gen. (-01.10) | Discrim. (-00.07):  66%|██████▌   | 197/300 [11:11<05:45,  3.35s/it]
Gen. (-00.84) | Discrim. (-00.03):  66%|██████▌   | 197/300 [11:14<05:45,  3.35s/it]
Gen. (-00.84) | Discrim. (-00.03):  66%|██████▌   | 198/300 [11:14<05:41,  3.35s/it]
Gen. (-00.83) | Discrim. (+00.14):  66%|██████▌   | 198/300 [11:17<05:41,  3.35s/it]
Gen. (-00.83) | Discrim. (+00.14):  66%|██████▋   | 199/300 [11:17<05:38,  3.35s/it]
Gen. (-00.59) | Discrim. (+00.05):  66%|██████▋   | 199/300 [11:21<05:38,  3.35s/it]
Gen. (-00.59) | Discrim. (+00.05):  67%|██████▋   | 200/300 [11:21<05:33,  3.34s/it]
Gen. (-00.79) | Discrim. (-00.05):  67%|██████▋   | 200/300 [11:24<05:33,  3.34s/it]
Gen. (-00.79) | Discrim. (-00.05):  67%|██████▋   | 201/300 [11:24<05:31,  3.34s/it]
Gen. (-00.66) | Discrim. (+00.09):  67%|██████▋   | 201/300 [11:27<05:31,  3.34s/it]
Gen. (-00.66) | Discrim. (+00.09):  67%|██████▋   | 202/300 [11:27<05:27,  3.34s/it]
Gen. (-00.55) | Discrim. (-00.04):  67%|██████▋   | 202/300 [11:31<05:27,  3.34s/it]
Gen. (-00.55) | Discrim. (-00.04):  68%|██████▊   | 203/300 [11:31<05:24,  3.34s/it]
Gen. (-00.59) | Discrim. (-00.03):  68%|██████▊   | 203/300 [11:34<05:24,  3.34s/it]
Gen. (-00.59) | Discrim. (-00.03):  68%|██████▊   | 204/300 [11:34<05:21,  3.35s/it]
Gen. (-00.57) | Discrim. (-00.02):  68%|██████▊   | 204/300 [11:37<05:21,  3.35s/it]
Gen. (-00.57) | Discrim. (-00.02):  68%|██████▊   | 205/300 [11:37<05:18,  3.35s/it]
Gen. (-00.87) | Discrim. (-00.14):  68%|██████▊   | 205/300 [11:41<05:18,  3.35s/it]
Gen. (-00.87) | Discrim. (-00.14):  69%|██████▊   | 206/300 [11:41<05:14,  3.35s/it]
Gen. (-01.01) | Discrim. (+00.02):  69%|██████▊   | 206/300 [11:44<05:14,  3.35s/it]
Gen. (-01.01) | Discrim. (+00.02):  69%|██████▉   | 207/300 [11:44<05:10,  3.34s/it]
Gen. (-01.01) | Discrim. (-00.27):  69%|██████▉   | 207/300 [11:47<05:10,  3.34s/it]
Gen. (-01.01) | Discrim. (-00.27):  69%|██████▉   | 208/300 [11:47<05:06,  3.33s/it]
Gen. (-00.64) | Discrim. (+00.12):  69%|██████▉   | 208/300 [11:51<05:06,  3.33s/it]
Gen. (-00.64) | Discrim. (+00.12):  70%|██████▉   | 209/300 [11:51<05:01,  3.31s/it]
Gen. (-00.39) | Discrim. (-00.01):  70%|██████▉   | 209/300 [11:54<05:01,  3.31s/it]
Gen. (-00.39) | Discrim. (-00.01):  70%|███████   | 210/300 [11:54<05:05,  3.39s/it]
Gen. (-00.32) | Discrim. (+00.13):  70%|███████   | 210/300 [11:58<05:05,  3.39s/it]
Gen. (-00.32) | Discrim. (+00.13):  70%|███████   | 211/300 [11:58<04:59,  3.37s/it]
Gen. (-00.17) | Discrim. (-00.15):  70%|███████   | 211/300 [12:01<04:59,  3.37s/it]
Gen. (-00.17) | Discrim. (-00.15):  71%|███████   | 212/300 [12:01<04:56,  3.36s/it]
Gen. (-00.30) | Discrim. (+00.04):  71%|███████   | 212/300 [12:04<04:56,  3.36s/it]
Gen. (-00.30) | Discrim. (+00.04):  71%|███████   | 213/300 [12:04<04:52,  3.36s/it]
Gen. (-00.37) | Discrim. (-00.10):  71%|███████   | 213/300 [12:08<04:52,  3.36s/it]
Gen. (-00.37) | Discrim. (-00.10):  71%|███████▏  | 214/300 [12:08<04:47,  3.34s/it]
Gen. (-00.29) | Discrim. (+00.07):  71%|███████▏  | 214/300 [12:11<04:47,  3.34s/it]
Gen. (-00.29) | Discrim. (+00.07):  72%|███████▏  | 215/300 [12:11<04:41,  3.31s/it]
Gen. (-00.13) | Discrim. (+00.10):  72%|███████▏  | 215/300 [12:14<04:41,  3.31s/it]
Gen. (-00.13) | Discrim. (+00.10):  72%|███████▏  | 216/300 [12:14<04:41,  3.35s/it]
Gen. (-00.72) | Discrim. (-00.37):  72%|███████▏  | 216/300 [12:18<04:41,  3.35s/it]
Gen. (-00.72) | Discrim. (-00.37):  72%|███████▏  | 217/300 [12:18<04:39,  3.36s/it]
Gen. (-00.56) | Discrim. (+00.05):  72%|███████▏  | 217/300 [12:21<04:39,  3.36s/it]
Gen. (-00.56) | Discrim. (+00.05):  73%|███████▎  | 218/300 [12:21<04:37,  3.38s/it]
Gen. (-00.60) | Discrim. (-00.04):  73%|███████▎  | 218/300 [12:24<04:37,  3.38s/it]
Gen. (-00.60) | Discrim. (-00.04):  73%|███████▎  | 219/300 [12:24<04:33,  3.37s/it]
Gen. (-00.76) | Discrim. (-00.18):  73%|███████▎  | 219/300 [12:28<04:33,  3.37s/it]
Gen. (-00.76) | Discrim. (-00.18):  73%|███████▎  | 220/300 [12:28<04:26,  3.33s/it]
Gen. (-00.55) | Discrim. (-00.01):  73%|███████▎  | 220/300 [12:31<04:26,  3.33s/it]
Gen. (-00.55) | Discrim. (-00.01):  74%|███████▎  | 221/300 [12:31<04:22,  3.32s/it]
Gen. (-00.70) | Discrim. (-00.12):  74%|███████▎  | 221/300 [12:34<04:22,  3.32s/it]
Gen. (-00.70) | Discrim. (-00.12):  74%|███████▍  | 222/300 [12:34<04:18,  3.31s/it]
Gen. (-00.68) | Discrim. (-00.24):  74%|███████▍  | 222/300 [12:38<04:18,  3.31s/it]
Gen. (-00.68) | Discrim. (-00.24):  74%|███████▍  | 223/300 [12:38<04:15,  3.32s/it]
Gen. (-00.62) | Discrim. (-00.23):  74%|███████▍  | 223/300 [12:41<04:15,  3.32s/it]
Gen. (-00.62) | Discrim. (-00.23):  75%|███████▍  | 224/300 [12:41<04:18,  3.40s/it]
Gen. (-00.28) | Discrim. (-00.09):  75%|███████▍  | 224/300 [12:44<04:18,  3.40s/it]
Gen. (-00.28) | Discrim. (-00.09):  75%|███████▌  | 225/300 [12:45<04:14,  3.39s/it]
Gen. (-00.38) | Discrim. (+00.04):  75%|███████▌  | 225/300 [12:48<04:14,  3.39s/it]
Gen. (-00.38) | Discrim. (+00.04):  75%|███████▌  | 226/300 [12:48<04:09,  3.37s/it]
Gen. (-00.39) | Discrim. (-00.17):  75%|███████▌  | 226/300 [12:51<04:09,  3.37s/it]
Gen. (-00.39) | Discrim. (-00.17):  76%|███████▌  | 227/300 [12:51<04:05,  3.37s/it]
Gen. (-00.80) | Discrim. (+00.25):  76%|███████▌  | 227/300 [12:55<04:05,  3.37s/it]
Gen. (-00.80) | Discrim. (+00.25):  76%|███████▌  | 228/300 [12:55<04:03,  3.38s/it]
Gen. (-00.81) | Discrim. (-00.04):  76%|███████▌  | 228/300 [12:58<04:03,  3.38s/it]
Gen. (-00.81) | Discrim. (-00.04):  76%|███████▋  | 229/300 [12:58<03:57,  3.34s/it]
Gen. (-00.86) | Discrim. (+00.03):  76%|███████▋  | 229/300 [13:01<03:57,  3.34s/it]
Gen. (-00.86) | Discrim. (+00.03):  77%|███████▋  | 230/300 [13:01<03:53,  3.33s/it]
Gen. (-00.56) | Discrim. (+00.02):  77%|███████▋  | 230/300 [13:05<03:53,  3.33s/it]
Gen. (-00.56) | Discrim. (+00.02):  77%|███████▋  | 231/300 [13:05<03:52,  3.36s/it]
Gen. (-00.68) | Discrim. (-00.17):  77%|███████▋  | 231/300 [13:08<03:52,  3.36s/it]
Gen. (-00.68) | Discrim. (-00.17):  77%|███████▋  | 232/300 [13:08<03:48,  3.36s/it]
Gen. (-00.68) | Discrim. (-00.39):  77%|███████▋  | 232/300 [13:11<03:48,  3.36s/it]
Gen. (-00.68) | Discrim. (-00.39):  78%|███████▊  | 233/300 [13:11<03:43,  3.33s/it]
Gen. (-00.67) | Discrim. (-00.23):  78%|███████▊  | 233/300 [13:14<03:43,  3.33s/it]
Gen. (-00.67) | Discrim. (-00.23):  78%|███████▊  | 234/300 [13:14<03:38,  3.30s/it]
Gen. (-00.65) | Discrim. (+00.05):  78%|███████▊  | 234/300 [13:18<03:38,  3.30s/it]
Gen. (-00.65) | Discrim. (+00.05):  78%|███████▊  | 235/300 [13:18<03:32,  3.28s/it]
Gen. (-00.67) | Discrim. (-00.25):  78%|███████▊  | 235/300 [13:21<03:32,  3.28s/it]
Gen. (-00.67) | Discrim. (-00.25):  79%|███████▊  | 236/300 [13:21<03:30,  3.29s/it]
Gen. (-00.95) | Discrim. (-00.08):  79%|███████▊  | 236/300 [13:24<03:30,  3.29s/it]
Gen. (-00.95) | Discrim. (-00.08):  79%|███████▉  | 237/300 [13:24<03:26,  3.28s/it]
Gen. (-00.59) | Discrim. (-00.05):  79%|███████▉  | 237/300 [13:28<03:26,  3.28s/it]
Gen. (-00.59) | Discrim. (-00.05):  79%|███████▉  | 238/300 [13:28<03:25,  3.31s/it]
Gen. (-00.68) | Discrim. (-00.02):  79%|███████▉  | 238/300 [13:31<03:25,  3.31s/it]
Gen. (-00.68) | Discrim. (-00.02):  80%|███████▉  | 239/300 [13:31<03:21,  3.30s/it]
Gen. (-00.55) | Discrim. (-00.05):  80%|███████▉  | 239/300 [13:34<03:21,  3.30s/it]
Gen. (-00.55) | Discrim. (-00.05):  80%|████████  | 240/300 [13:34<03:19,  3.33s/it]
Gen. (-00.42) | Discrim. (-00.06):  80%|████████  | 240/300 [13:38<03:19,  3.33s/it]
Gen. (-00.42) | Discrim. (-00.06):  80%|████████  | 241/300 [13:38<03:15,  3.31s/it]
Gen. (-00.43) | Discrim. (-00.04):  80%|████████  | 241/300 [13:41<03:15,  3.31s/it]
Gen. (-00.43) | Discrim. (-00.04):  81%|████████  | 242/300 [13:41<03:13,  3.33s/it]
Gen. (-00.76) | Discrim. (+00.01):  81%|████████  | 242/300 [13:44<03:13,  3.33s/it]
Gen. (-00.76) | Discrim. (+00.01):  81%|████████  | 243/300 [13:44<03:12,  3.38s/it]
Gen. (-00.53) | Discrim. (-00.04):  81%|████████  | 243/300 [13:48<03:12,  3.38s/it]
Gen. (-00.53) | Discrim. (-00.04):  81%|████████▏ | 244/300 [13:48<03:07,  3.35s/it]
Gen. (-00.79) | Discrim. (+00.02):  81%|████████▏ | 244/300 [13:51<03:07,  3.35s/it]
Gen. (-00.79) | Discrim. (+00.02):  82%|████████▏ | 245/300 [13:51<03:03,  3.34s/it]
Gen. (-01.17) | Discrim. (-00.09):  82%|████████▏ | 245/300 [13:54<03:03,  3.34s/it]
Gen. (-01.17) | Discrim. (-00.09):  82%|████████▏ | 246/300 [13:54<03:01,  3.36s/it]
Gen. (-01.05) | Discrim. (-00.30):  82%|████████▏ | 246/300 [13:58<03:01,  3.36s/it]
Gen. (-01.05) | Discrim. (-00.30):  82%|████████▏ | 247/300 [13:58<02:57,  3.35s/it]
Gen. (-00.97) | Discrim. (-00.02):  82%|████████▏ | 247/300 [14:01<02:57,  3.35s/it]
Gen. (-00.97) | Discrim. (-00.02):  83%|████████▎ | 248/300 [14:01<02:54,  3.35s/it]
Gen. (-01.03) | Discrim. (-00.02):  83%|████████▎ | 248/300 [14:04<02:54,  3.35s/it]
Gen. (-01.03) | Discrim. (-00.02):  83%|████████▎ | 249/300 [14:04<02:50,  3.35s/it]
Gen. (-00.81) | Discrim. (-00.20):  83%|████████▎ | 249/300 [14:08<02:50,  3.35s/it]
Gen. (-00.81) | Discrim. (-00.20):  83%|████████▎ | 250/300 [14:08<02:48,  3.37s/it]
Gen. (-00.84) | Discrim. (-00.07):  83%|████████▎ | 250/300 [14:11<02:48,  3.37s/it]
Gen. (-00.84) | Discrim. (-00.07):  84%|████████▎ | 251/300 [14:11<02:44,  3.36s/it]
Gen. (-00.96) | Discrim. (-00.07):  84%|████████▎ | 251/300 [14:15<02:44,  3.36s/it]
Gen. (-00.96) | Discrim. (-00.07):  84%|████████▍ | 252/300 [14:15<02:41,  3.37s/it]
Gen. (-00.81) | Discrim. (-00.09):  84%|████████▍ | 252/300 [14:18<02:41,  3.37s/it]
Gen. (-00.81) | Discrim. (-00.09):  84%|████████▍ | 253/300 [14:18<02:38,  3.36s/it]
Gen. (-00.62) | Discrim. (-00.15):  84%|████████▍ | 253/300 [14:21<02:38,  3.36s/it]
Gen. (-00.62) | Discrim. (-00.15):  85%|████████▍ | 254/300 [14:21<02:36,  3.39s/it]
Gen. (-00.44) | Discrim. (+00.17):  85%|████████▍ | 254/300 [14:25<02:36,  3.39s/it]
Gen. (-00.44) | Discrim. (+00.17):  85%|████████▌ | 255/300 [14:25<02:33,  3.42s/it]
Gen. (-00.83) | Discrim. (-00.20):  85%|████████▌ | 255/300 [14:28<02:33,  3.42s/it]
Gen. (-00.83) | Discrim. (-00.20):  85%|████████▌ | 256/300 [14:28<02:30,  3.41s/it]
Gen. (-00.90) | Discrim. (+00.01):  85%|████████▌ | 256/300 [14:32<02:30,  3.41s/it]
